Description,G1_vertices,G1_edges,G1_density,G2_vertices,G2_edges,G2_density,Exact_result,Exact_elapsed_ms,Exact_distance,GVF2_1_result,GVF2_1_elapsed_ms,GVF2_1_distance,GVF2_10_result,GVF2_10_elapsed_ms,GVF2_10_distance,GVF2_100_result,GVF2_100_elapsed_ms,GVF2_100_distance,GVF2_500_result,GVF2_500_elapsed_ms,GVF2_500_distance
random graphs with same density,6,30,5,6,30,5,Success,2.3714,0.33333333333333337,Success,0.0295,0.5,Success,0.1004,0.5,Success,0.485,0.5,Success,2.6565,0.5
random graphs with same density,7,35,5,3,6,2,Success,0.0813,0.8571428571428572,Success,0.022,0.8571428571428572,Success,0.0603,0.8571428571428572,Success,0.4146,0.8571428571428572,Success,1.8404,0.8571428571428572
random graphs with same density,7,35,5,4,12,3,Success,0.5055,0.5714285714285714,Success,0.0382,0.7142857142857143,Success,0.0819,0.5714285714285714,Success,0.4874,0.5714285714285714,Success,3.0365,0.5714285714285714
random graphs with same density,7,35,5,5,20,4,Success,1.8856,0.5714285714285714,Success,0.0313,0.7142857142857143,Success,0.0672,0.5714285714285714,Success,0.8944,0.5714285714285714,Success,2.5512,0.5714285714285714
random graphs with same density,7,35,5,6,30,5,Success,12.5451,0.4285714285714286,Success,0.1005,0.7142857142857143,Success,0.1195,0.5714285714285714,Success,0.9579,0.5714285714285714,Success,2.4287,0.5714285714285714
random graphs with same density,7,35,5,7,35,5,Success,7.9688,0.4285714285714286,Success,0.0673,0.7142857142857143,Success,0.0947,0.5714285714285714,Success,0.5901,0.5714285714285714,Success,2.9929,0.5714285714285714
random graphs with same density,8,40,5,3,6,2,Success,0.2986,0.75,Success,0.0579,0.75,Success,0.0764,0.75,Success,0.471,0.75,Success,2.6948,0.75
random graphs with same density,8,40,5,4,12,3,Success,0.8527,0.625,Success,0.0378,0.625,Success,0.1179,0.625,Success,0.6694,0.625,Success,2.5865,0.625
random graphs with same density,8,40,5,5,20,4,Success,0.2327,0.75,Success,0.0403,0.75,Success,0.4962,0.75,Success,0.4834,0.75,Success,2.3415,0.75
random graphs with same density,8,40,5,6,30,5,Success,1.5684,0.625,Success,0.0228,0.75,Success,0.112,0.75,Success,1.1488,0.75,Success,2.4182,0.75
random graphs with same density,8,40,5,7,35,5,Success,7.9455,0.625,Success,0.0708,0.875,Success,0.071,0.625,Success,0.5791,0.625,Success,2.8134,0.625
random graphs with same density,8,40,5,8,40,5,Success,71.6005,0.5,Success,0.1066,0.875,Success,0.1473,0.75,Success,0.6371,0.625,Success,3.0251,0.625
random graphs with same density,9,45,5,3,6,2,Success,0.1896,0.7777777777777778,Success,0.0706,0.8888888888888888,Success,0.0777,0.8888888888888888,Success,0.484,0.8888888888888888,Success,1.8178,0.8888888888888888
random graphs with same density,9,45,5,4,12,3,Success,0.9934,0.7777777777777778,Success,0.1134,0.8888888888888888,Success,0.154,0.7777777777777778,Success,0.4853,0.7777777777777778,Success,2.0944,0.7777777777777778
random graphs with same density,9,45,5,5,20,4,Success,7.6725,0.5555555555555556,Success,0.1096,0.6666666666666667,Success,0.0687,0.6666666666666667,Success,0.534,0.6666666666666667,Success,2.9701,0.6666666666666667
random graphs with same density,9,45,5,6,30,5,Success,8.017,0.6666666666666667,Success,0.0805,0.7777777777777778,Success,0.0743,0.6666666666666667,Success,0.5534,0.6666666666666667,Success,2.8922,0.6666666666666667
random graphs with same density,9,45,5,7,35,5,Success,15.7452,0.6666666666666667,Success,0.0718,0.7777777777777778,Success,0.0696,0.6666666666666667,Success,0.6254,0.6666666666666667,Success,3.1823,0.6666666666666667
random graphs with same density,9,45,5,8,40,5,Success,18.6584,0.5555555555555556,Success,0.1538,0.6666666666666667,Success,0.1101,0.6666666666666667,Success,0.6343,0.6666666666666667,Success,2.989,0.6666666666666667
random graphs with same density,9,45,5,9,45,5,Success,245.2517,0.5555555555555556,Success,0.1015,0.6666666666666667,Success,0.1026,0.6666666666666667,Success,0.6069,0.5555555555555556,Success,2.6827,0.5555555555555556
random graphs with same density,3,6,2,3,6,2,Success,0.0493,0.6666666666666667,Success,0.0125,0.6666666666666667,Success,0.0521,0.6666666666666667,Success,0.7585,0.6666666666666667,Success,1.9395,0.6666666666666667
random graphs with same density,4,12,3,3,6,2,Success,0.0593,0.5,Success,0.0171,0.5,Success,0.0517,0.5,Success,0.4195,0.5,Success,1.93,0.5
random graphs with same density,4,12,3,4,12,3,Success,0.1333,0.5,Success,0.0119,0.75,Success,0.0734,0.5,Success,0.8805,0.5,Success,2.0227,0.5
random graphs with same density,5,20,4,3,6,2,Success,0.0451,0.6,Success,0.0252,0.6,Success,0.0839,0.6,Success,0.4658,0.6,Success,3.0066,0.6
random graphs with same density,5,20,4,4,12,3,Success,0.369,0.4,Success,0.0234,0.6,Success,0.1237,0.4,Success,0.4805,0.4,Success,2.1787,0.4
random graphs with same density,5,20,4,5,20,4,Success,0.5805,0.4,Success,0.0288,0.6,Success,0.0695,0.6,Success,0.3918,0.6,Success,2.5031,0.6
random graphs with same density,6,30,5,3,6,2,Success,0.2652,0.6666666666666667,Success,0.0319,0.6666666666666667,Success,0.0558,0.6666666666666667,Success,0.6392,0.6666666666666667,Success,2.0161,0.6666666666666667
random graphs with same density,6,30,5,4,12,3,Success,1.0454,0.5,Success,0.0282,0.6666666666666667,Success,0.0905,0.5,Success,0.5078,0.5,Success,2.5681,0.5
random graphs with same density,6,30,5,5,20,4,Success,0.7275,0.33333333333333337,Success,0.0261,0.5,Success,0.0888,0.5,Success,0.5171,0.5,Success,2.8442,0.5
random graphs with same density,6,30,5,6,30,5,Success,5.7482,0.33333333333333337,Success,0.0392,0.6666666666666667,Success,0.0932,0.6666666666666667,Success,0.5772,0.33333333333333337,Success,2.8204,0.33333333333333337
random graphs with same density,7,42,6,3,6,2,Success,0.206,0.7142857142857143,Success,0.0434,0.8571428571428572,Success,0.0641,0.8571428571428572,Success,0.4104,0.8571428571428572,Success,2.3021,0.8571428571428572
random graphs with same density,7,42,6,4,12,3,Success,0.2154,0.7142857142857143,Success,0.0323,0.8571428571428572,Success,0.0538,0.8571428571428572,Success,0.3771,0.8571428571428572,Success,1.7986,0.8571428571428572
random graphs with same density,7,42,6,5,20,4,Success,3.9831,0.4285714285714286,Success,0.0228,0.8571428571428572,Success,0.0844,0.5714285714285714,Success,0.5295,0.5714285714285714,Success,2.6819,0.5714285714285714
random graphs with same density,7,42,6,6,30,5,Success,7.6239,0.5714285714285714,Success,0.0719,0.7142857142857143,Success,0.1336,0.5714285714285714,Success,0.4172,0.5714285714285714,Success,1.8765,0.5714285714285714
random graphs with same density,7,42,6,7,42,6,Success,23.5221,0.4285714285714286,Success,0.0439,0.4285714285714286,Success,0.0793,0.4285714285714286,Success,0.7729,0.4285714285714286,Success,3.0572,0.4285714285714286
random graphs with same density,8,56,7,3,6,2,Success,0.2862,0.75,Success,0.0565,0.75,Success,0.0801,0.75,Success,0.5048,0.75,Success,2.4777,0.75
random graphs with same density,8,56,7,4,12,3,Success,1.7366,0.625,Success,0.0234,0.625,Success,0.0908,0.625,Success,0.536,0.625,Success,3.031,0.625
random graphs with same density,8,56,7,5,20,4,Success,5.1891,0.5,Success,0.0651,0.75,Success,0.0902,0.625,Success,1.0689,0.625,Success,2.9916,0.625
random graphs with same density,8,56,7,6,30,5,Success,7.058,0.5,Success,0.0626,0.75,Success,0.085,0.5,Success,0.6056,0.5,Success,2.7014,0.5
random graphs with same density,8,56,7,7,42,6,Success,183.7945,0.375,Success,0.0349,0.375,Success,0.1115,0.375,Success,0.8749,0.375,Success,3.1823,0.375
random graphs with same density,8,56,7,8,56,7,Success,360.6721,0.375,Success,0.1223,0.875,Success,0.0656,0.5,Success,0.8095,0.375,Success,2.0593,0.375
random graphs with same density,9,72,8,3,6,2,Success,0.2816,0.7777777777777778,Success,0.0429,0.8888888888888888,Success,0.06,0.8888888888888888,Success,0.3866,0.8888888888888888,Success,1.6061,0.8888888888888888
random graphs with same density,9,72,8,4,12,3,Success,2.2146,0.6666666666666667,Success,0.1339,0.6666666666666667,Success,0.0993,0.6666666666666667,Success,0.5582,0.6666666666666667,Success,2.7072,0.6666666666666667
random graphs with same density,9,72,8,5,20,4,Success,8.2937,0.5555555555555556,Success,0.0301,0.7777777777777778,Success,0.1104,0.6666666666666667,Success,1.2048,0.6666666666666667,Success,2.7073,0.6666666666666667
random graphs with same density,9,72,8,6,30,5,Success,59.4042,0.4444444444444444,Success,0.0511,1,Success,0.1196,0.5555555555555556,Success,0.5225,0.5555555555555556,Success,2.4456,0.5555555555555556
random graphs with same density,9,72,8,7,42,6,Success,571.9942,0.33333333333333337,Success,0.0574,0.6666666666666667,Success,0.1205,0.4444444444444444,Success,0.6326,0.33333333333333337,Success,3.1631,0.33333333333333337
random graphs with same density,9,72,8,8,56,7,Success,1034.3634,0.33333333333333337,Success,0.0407,0.5555555555555556,Success,0.1522,0.4444444444444444,Success,0.7784,0.33333333333333337,Success,3.4574,0.33333333333333337
random graphs with same density,9,72,8,9,72,8,Success,5339.6883,0.2222222222222222,Success,0.0384,0.6666666666666667,Success,0.1861,0.33333333333333337,Success,0.6499,0.33333333333333337,Success,3.2973,0.33333333333333337
G2 is shuffled subgraph of G1,3,2,0.6666666666666666,3,2,0.6666666666666666,Success,0.0492,0,Success,0.0294,0,Success,0.0913,0,Success,0.4101,0,Success,1.8189,0
G2 is shuffled subgraph of G1,4,2,0.5,3,1,0.3333333333333333,Success,0.0542,0.25,Success,0.018,0.25,Success,0.0526,0.25,Success,0.4433,0.25,Success,2.5463,0.25
G2 is shuffled subgraph of G1,4,2,0.5,4,2,0.5,Success,0.1152,0,Success,0.0221,0.25,Success,0.1003,0,Success,0.5014,0,Success,2.3478,0
G2 is shuffled subgraph of G1,5,3,0.6,3,0,0,Success,0.0762,0.4,Success,0.0369,0.4,Success,0.0754,0.4,Success,0.5042,0.4,Success,2.4206,0.4
G2 is shuffled subgraph of G1,5,3,0.6,4,3,0.75,Success,0.3992,0.19999999999999996,Success,0.0314,0.19999999999999996,Success,0.0621,0.19999999999999996,Success,0.609,0.19999999999999996,Success,2.7876,0.19999999999999996
G2 is shuffled subgraph of G1,5,3,0.6,5,3,0.6,Success,0.4362,0,Success,0.061,0.19999999999999996,Success,0.0769,0.19999999999999996,Success,0.5774,0,Success,2.5248,0
G2 is shuffled subgraph of G1,6,3,0.5,3,1,0.3333333333333333,Success,0.5561,0.5,Success,0.0288,0.5,Success,0.0533,0.5,Success,0.4441,0.5,Success,2.0889,0.5
G2 is shuffled subgraph of G1,6,3,0.5,4,1,0.25,Success,0.5711,0.33333333333333337,Success,0.0724,0.5,Success,0.0929,0.33333333333333337,Success,0.5779,0.33333333333333337,Success,2.6201,0.33333333333333337
G2 is shuffled subgraph of G1,6,3,0.5,5,0,0,Success,0.1439,0.16666666666666663,Success,0.0222,0.5,Success,0.0658,0.5,Success,0.487,0.5,Success,2.5187,0.5
G2 is shuffled subgraph of G1,6,3,0.5,6,3,0.5,Success,1.923,0,Success,0.0621,0.16666666666666663,Success,0.1221,0,Success,0.6765,0,Success,3.4251,0
G2 is shuffled subgraph of G1,7,4,0.5714285714285714,3,0,0,Success,0.3595,0.5714285714285714,Success,0.0519,0.5714285714285714,Success,0.0637,0.5714285714285714,Success,0.4596,0.5714285714285714,Success,2.6315,0.5714285714285714
G2 is shuffled subgraph of G1,7,4,0.5714285714285714,4,0,0,Success,0.3372,0.4285714285714286,Success,0.0442,0.4285714285714286,Success,0.1442,0.4285714285714286,Success,0.518,0.4285714285714286,Success,2.6493,0.4285714285714286
G2 is shuffled subgraph of G1,7,4,0.5714285714285714,5,2,0.4,Success,1.8887,0.2857142857142857,Success,0.0342,0.4285714285714286,Success,0.067,0.4285714285714286,Success,0.5509,0.4285714285714286,Success,3.1632,0.4285714285714286
G2 is shuffled subgraph of G1,7,4,0.5714285714285714,6,3,0.5,Success,8.2558,0.1428571428571429,Success,0.0386,0.1428571428571429,Success,0.1166,0.1428571428571429,Success,0.7269,0.1428571428571429,Success,3.8306,0.1428571428571429
G2 is shuffled subgraph of G1,7,4,0.5714285714285714,7,4,0.5714285714285714,Success,71.378,0,Success,0.0385,0.4285714285714286,Success,0.1114,0,Success,0.7555,0,Success,3.74,0
G2 is shuffled subgraph of G1,8,4,0.5,3,1,0.3333333333333333,Success,0.5384,0.625,Success,0.0411,0.75,Success,0.059,0.75,Success,0.4185,0.75,Success,1.9373,0.75
G2 is shuffled subgraph of G1,8,4,0.5,4,1,0.25,Success,3.0003,0.5,Success,0.0446,0.625,Success,0.0618,0.625,Success,0.5813,0.625,Success,2.8505,0.625
G2 is shuffled subgraph of G1,8,4,0.5,5,0,0,Success,4.0123,0.375,Success,0.0474,0.5,Success,0.068,0.5,Success,0.5567,0.5,Success,2.9469,0.5
G2 is shuffled subgraph of G1,8,4,0.5,6,3,0.5,Success,43.2256,0.25,Success,0.0607,0.25,Success,0.106,0.25,Success,0.7307,0.25,Success,3.6067,0.25
G2 is shuffled subgraph of G1,8,4,0.5,7,3,0.42857142857142855,Success,89.6743,0.125,Success,0.0885,0.375,Success,0.13,0.25,Success,0.7888,0.125,Success,4.0622,0.125
G2 is shuffled subgraph of G1,8,4,0.5,8,4,0.5,Success,429.5519,0,Success,0.0396,0.375,Success,0.1417,0.25,Success,1.1227,0.125,Success,3.3785,0.125
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,3,0,0,Success,1.0221,0.6666666666666667,Success,0.0423,0.6666666666666667,Success,0.1572,0.6666666666666667,Success,0.4755,0.6666666666666667,Success,2.1729,0.6666666666666667
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,4,1,0.25,Success,5.7852,0.5555555555555556,Success,0.0414,0.6666666666666667,Success,0.0614,0.5555555555555556,Success,0.535,0.5555555555555556,Success,2.6749,0.5555555555555556
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,5,2,0.4,Success,23.8972,0.4444444444444444,Success,0.0416,0.5555555555555556,Success,0.0752,0.5555555555555556,Success,0.5882,0.5555555555555556,Success,3.1748,0.5555555555555556
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,6,3,0.5,Success,90.5099,0.33333333333333337,Success,0.0458,0.5555555555555556,Success,0.1298,0.5555555555555556,Success,0.646,0.5555555555555556,Success,3.4037,0.5555555555555556
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,7,4,0.5714285714285714,Success,893.3465,0.2222222222222222,Success,0.0875,0.33333333333333337,Success,0.1233,0.4444444444444444,Success,0.741,0.33333333333333337,Success,3.9,0.2222222222222222
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,8,3,0.375,Success,1364.466,0.11111111111111116,Success,0.0596,0.33333333333333337,Success,0.1318,0.11111111111111116,Success,0.9381,0.11111111111111116,Success,5.1848,0.11111111111111116
G2 is shuffled subgraph of G1,9,5,0.5555555555555556,9,5,0.5555555555555556,Success,2180.5901,0,Success,0.0265,0.2222222222222222,Success,0.1339,0,Success,0.9822,0,Success,4.8295,0
G2 is shuffled subgraph of G1,10,5,0.5,10,5,0.5,Timeout,30000,-1,Success,0.0891,0,Success,0.1904,0,Success,1.215,0,Success,5.8004,0
G2 is shuffled subgraph of G1,20,10,0.5,20,10,0.5,Timeout,30000,-1,Success,0.1128,0.25,Success,0.3598,0.09999999999999998,Success,3.7897,0.050000000000000044,Success,16.0521,0.050000000000000044
G2 is shuffled subgraph of G1,30,15,0.5,30,15,0.5,Timeout,30000,-1,Success,0.2181,0.23333333333333328,Success,0.7352,0.19999999999999996,Success,7.5342,0.19999999999999996,Success,37.2084,0.09999999999999998
G2 is shuffled subgraph of G1,40,20,0.5,40,20,0.5,Timeout,30000,-1,Success,0.2917,0.275,Success,1.2906,0.19999999999999996,Success,12.5026,0.19999999999999996,Success,62.6601,0.17500000000000004
G2 is shuffled subgraph of G1,50,25,0.5,50,25,0.5,Timeout,30000,-1,Success,0.2156,0.26,Success,1.906,0.19999999999999996,Success,20.3167,0.12,Success,96.8884,0.09999999999999998
G2 is shuffled subgraph of G1,60,30,0.5,60,30,0.5,Timeout,30000,-1,Success,0.4292,0.2833333333333333,Success,3.1328,0.23333333333333328,Success,29.7453,0.21666666666666667,Success,152.495,0.15000000000000002
G2 is shuffled subgraph of G1,70,35,0.5,70,35,0.5,Timeout,30000,-1,Success,0.5405,0.30000000000000004,Success,4.6939,0.2571428571428571,Success,42.642,0.22857142857142854,Success,208.5328,0.2142857142857143
G2 is shuffled subgraph of G1,80,40,0.5,80,40,0.5,Timeout,30000,-1,Success,0.6142,0.2875,Success,5.9504,0.25,Success,58.6396,0.23750000000000004,Success,314.9905,0.23750000000000004
G2 is shuffled subgraph of G1,90,45,0.5,90,45,0.5,Timeout,30000,-1,Success,0.9417,0.2666666666666667,Success,7.7495,0.24444444444444446,Success,79.7038,0.2222222222222222,Success,397.1027,0.21111111111111114
G2 is shuffled subgraph of G1,100,50,0.5,100,50,0.5,Timeout,30000,-1,Success,1.023,0.26,Success,9.2524,0.24,Success,99.7476,0.20999999999999996,Success,480.4982,0.21999999999999997
G2 is shuffled subgraph of G1,110,55,0.5,110,55,0.5,Timeout,30000,-1,Success,1.0079,0.3909090909090909,Success,10.2907,0.24545454545454548,Success,106.9585,0.2272727272727273,Success,553.5591,0.2090909090909091
G2 is shuffled subgraph of G1,120,60,0.5,120,60,0.5,Timeout,30000,-1,Success,1.3628,0.30000000000000004,Success,13.6664,0.20833333333333337,Success,124.1204,0.22499999999999998,Success,589.3344,0.20833333333333337
G2 is shuffled subgraph of G1,130,65,0.5,130,65,0.5,Timeout,30000,-1,Success,1.5175,0.24615384615384617,Success,18.2796,0.2615384615384615,Success,180.7636,0.24615384615384617,Success,924.7878,0.22307692307692306
G2 is shuffled subgraph of G1,140,70,0.5,140,70,0.5,Timeout,30000,-1,Success,2.5451,0.2857142857142857,Success,25.029,0.24285714285714288,Success,226.6528,0.24285714285714288,Success,1121.6233,0.22857142857142854
G2 is shuffled subgraph of G1,150,75,0.5,150,75,0.5,Timeout,30000,-1,Success,2.9696,0.28,Success,28.2205,0.2466666666666667,Success,281.6732,0.24,Success,1389.1532,0.22666666666666668
G2 is shuffled subgraph of G1,160,80,0.5,160,80,0.5,Timeout,30000,-1,Success,3.5586,0.28125,Success,34.5503,0.25,Success,341.1994,0.22499999999999998,Success,1682.5844,0.23124999999999996
G2 is shuffled subgraph of G1,170,85,0.5,170,85,0.5,Timeout,30000,-1,Success,5.1921,0.2941176470588235,Success,42.2766,0.2529411764705882,Success,421.8797,0.2529411764705882,Success,2059.8841,0.24117647058823533
G2 is shuffled subgraph of G1,180,90,0.5,180,90,0.5,Timeout,30000,-1,Success,4.1328,0.28888888888888886,Success,46.4018,0.26111111111111107,Success,448.3098,0.23888888888888893,Success,2263.0652,0.23888888888888893
G2 is shuffled subgraph of G1,190,95,0.5,190,95,0.5,Timeout,30000,-1,Success,6.6919,0.26315789473684215,Success,56.2437,0.26315789473684215,Success,569.0378,0.24736842105263157,Success,2770.3064,0.2421052631578947
G2 is shuffled subgraph of G1,200,100,0.5,200,100,0.5,Timeout,30000,-1,Success,5.2017,0.27,Success,61.2695,0.245,Success,623.8358,0.24,Success,3043.1133,0.21999999999999997
G2 is shuffled subgraph of G1,210,105,0.5,210,105,0.5,Timeout,30000,-1,Success,6.3337,0.26190476190476186,Success,68.7597,0.24761904761904763,Success,693.0029,0.2238095238095238,Success,3497.2983,0.2238095238095238
G2 is shuffled subgraph of G1,220,110,0.5,220,110,0.5,Timeout,30000,-1,Success,8.3733,0.2545454545454545,Success,81.3267,0.2545454545454545,Success,809.6911,0.2272727272727273,Success,3855.2007,0.2318181818181818
G2 is shuffled subgraph of G1,230,115,0.5,230,115,0.5,Timeout,30000,-1,Success,7.4552,0.25652173913043474,Success,76.2769,0.23043478260869565,Success,755.8833,0.23043478260869565,Success,4534.9623,0.20434782608695656
G2 is shuffled subgraph of G1,240,120,0.5,240,120,0.5,Timeout,30000,-1,Success,11.2148,0.27083333333333337,Success,114.5255,0.25,Success,1104.2616,0.23750000000000004,Success,5733.659,0.23333333333333328
G2 is shuffled subgraph of G1,250,125,0.5,250,125,0.5,Timeout,30000,-1,Success,11.3354,0.276,Success,122.0099,0.26,Success,1096.0353,0.248,Success,5333.5606,0.24
G2 is shuffled subgraph of G1,10,5,0.5,7,0,0,Success,1182.7474,0.30000000000000004,Success,0.04,0.30000000000000004,Success,0.1168,0.30000000000000004,Success,1.0737,0.30000000000000004,Success,4.5227,0.30000000000000004
G2 is shuffled subgraph of G1,20,10,0.5,14,7,0.5,Timeout,30000,-1,Success,0.0726,0.5,Success,0.2243,0.44999999999999996,Success,2.3738,0.4,Success,10.6792,0.4
G2 is shuffled subgraph of G1,30,15,0.5,21,9,0.42857142857142855,Timeout,30000,-1,Success,0.1617,0.5,Success,0.4298,0.4666666666666667,Success,4.1454,0.4,Success,21.0637,0.4
G2 is shuffled subgraph of G1,40,20,0.5,28,8,0.2857142857142857,Timeout,30000,-1,Success,0.1205,0.42500000000000004,Success,1.0314,0.375,Success,9.4347,0.35,Success,46.0888,0.32499999999999996
G2 is shuffled subgraph of G1,50,25,0.5,35,9,0.2571428571428571,Timeout,30000,-1,Success,0.2167,0.4,Success,1.3041,0.36,Success,14.1896,0.33999999999999997,Success,69.8947,0.33999999999999997
G2 is shuffled subgraph of G1,60,30,0.5,42,12,0.2857142857142857,Timeout,30000,-1,Success,0.1894,0.41666666666666663,Success,2.4666,0.41666666666666663,Success,23.9677,0.3833333333333333,Success,112.8874,0.3666666666666667
G2 is shuffled subgraph of G1,70,35,0.5,49,14,0.2857142857142857,Timeout,30000,-1,Success,0.3178,0.41428571428571426,Success,3.086,0.3857142857142857,Success,27.8912,0.3571428571428571,Success,140.9411,0.3571428571428571
G2 is shuffled subgraph of G1,80,40,0.5,56,26,0.4642857142857143,Timeout,30000,-1,Success,0.5803,0.475,Success,2.5411,0.4625,Success,20.8734,0.42500000000000004,Success,125.2392,0.4
G2 is shuffled subgraph of G1,90,45,0.5,62,25,0.4032258064516129,Timeout,30000,-1,Success,0.7882,0.5111111111111111,Success,5.7109,0.4555555555555556,Success,89.1117,0.43333333333333335,Success,231.5608,0.4222222222222223
G2 is shuffled subgraph of G1,100,50,0.5,70,19,0.2714285714285714,Timeout,30000,-1,Success,0.8344,0.43000000000000005,Success,6.9251,0.4,Success,82.2133,0.36,Success,344.196,0.37
G2 is shuffled subgraph of G1,110,55,0.5,77,25,0.3246753246753247,Timeout,30000,-1,Success,0.685,0.4363636363636364,Success,7.7043,0.4181818181818182,Success,79.9046,0.4,Success,424.2659,0.3909090909090909
G2 is shuffled subgraph of G1,120,60,0.5,84,30,0.35714285714285715,Timeout,30000,-1,Success,1.0412,0.43333333333333335,Success,10.2031,0.42500000000000004,Success,102.8867,0.4,Success,506.3778,0.3916666666666667
G2 is shuffled subgraph of G1,130,65,0.5,91,31,0.34065934065934067,Timeout,30000,-1,Success,1.514,0.42307692307692313,Success,11.7162,0.4307692307692308,Success,124.0166,0.4076923076923077,Success,608.9829,0.39230769230769236
G2 is shuffled subgraph of G1,140,70,0.5,98,40,0.40816326530612246,Timeout,30000,-1,Success,1.3759,0.4571428571428572,Success,13.2076,0.44999999999999996,Success,96.0503,0.40714285714285714,Success,489.5951,0.41428571428571426
G2 is shuffled subgraph of G1,150,75,0.5,105,29,0.2761904761904762,Timeout,30000,-1,Success,2.1359,0.42000000000000004,Success,18.7016,0.4,Success,192.2473,0.3866666666666667,Success,976.6728,0.3866666666666667
G2 is shuffled subgraph of G1,160,80,0.5,112,39,0.3482142857142857,Timeout,30000,-1,Success,1.8388,0.44375,Success,19.2497,0.42500000000000004,Success,192.102,0.4125,Success,912.9445,0.38749999999999996
G2 is shuffled subgraph of G1,170,85,0.5,118,40,0.3389830508474576,Timeout,30000,-1,Success,2.5249,0.4529411764705882,Success,21.6439,0.42352941176470593,Success,226.4917,0.4117647058823529,Success,1087.6879,0.4117647058823529
G2 is shuffled subgraph of G1,180,90,0.5,125,44,0.352,Timeout,30000,-1,Success,3.2342,0.4555555555555556,Success,29.6761,0.4444444444444444,Success,294.9399,0.4111111111111111,Success,1641.962,0.4111111111111111
G2 is shuffled subgraph of G1,190,95,0.5,133,53,0.39849624060150374,Timeout,30000,-1,Success,5.181,0.4421052631578948,Success,41.9699,0.4368421052631579,Success,327.5544,0.4157894736842105,Success,1599.2995,0.4052631578947369
G2 is shuffled subgraph of G1,200,100,0.5,140,45,0.32142857142857145,Timeout,30000,-1,Success,4.0707,0.42000000000000004,Success,40.2292,0.41000000000000003,Success,398.8146,0.395,Success,1991.5719,0.395
G2 is shuffled subgraph of G1,210,105,0.5,147,54,0.3673469387755102,Timeout,30000,-1,Success,4.5164,0.4380952380952381,Success,41.3885,0.43333333333333335,Success,404.4119,0.41428571428571426,Success,1978.2527,0.41428571428571426
G2 is shuffled subgraph of G1,220,110,0.5,154,49,0.3181818181818182,Timeout,30000,-1,Success,4.9621,0.4181818181818182,Success,56.0139,0.40909090909090906,Success,589.9396,0.40454545454545454,Success,2850.0464,0.40454545454545454
G2 is shuffled subgraph of G1,230,115,0.5,161,61,0.37888198757763975,Timeout,30000,-1,Success,5.0726,0.4391304347826087,Success,44.5667,0.4304347826086956,Success,504.9854,0.4173913043478261,Success,2612.6187,0.4130434782608695
G2 is shuffled subgraph of G1,240,120,0.5,168,56,0.3333333333333333,Timeout,30000,-1,Success,5.2477,0.43333333333333335,Success,63.9011,0.4208333333333333,Success,703.6081,0.4,Success,3154.5989,0.39583333333333337
G2 is shuffled subgraph of G1,250,125,0.5,175,54,0.30857142857142855,Timeout,30000,-1,Success,6.5106,0.42400000000000004,Success,67.8495,0.396,Success,763.2775,0.392,Success,3877.7598,0.384
G2 is shuffled subgraph of G1,10,5,0.5,3,1,0.3333333333333333,Success,1.2113,0.7,Success,0.105,0.8,Success,0.097,0.7,Success,0.5042,0.7,Success,3.3585,0.7
G2 is shuffled subgraph of G1,20,10,0.5,6,0,0,Timeout,30000,-1,Success,0.0442,0.7,Success,0.1444,0.7,Success,0.9964,0.7,Success,4.9296,0.7
G2 is shuffled subgraph of G1,30,15,0.5,9,2,0.2222222222222222,Timeout,30000,-1,Success,0.0655,0.7333333333333334,Success,0.1665,0.7333333333333334,Success,1.3938,0.7,Success,8.0081,0.7
G2 is shuffled subgraph of G1,40,20,0.5,12,4,0.3333333333333333,Timeout,30000,-1,Success,0.1928,0.725,Success,0.3952,0.7,Success,2.5227,0.7,Success,12.681,0.7
G2 is shuffled subgraph of G1,50,25,0.5,15,3,0.2,Timeout,30000,-1,Success,0.179,0.76,Success,0.5847,0.72,Success,4.2228,0.7,Success,18.824,0.7
G2 is shuffled subgraph of G1,60,30,0.5,18,6,0.3333333333333333,Timeout,30000,-1,Success,0.0912,0.7333333333333334,Success,0.7602,0.7333333333333334,Success,5.4549,0.7166666666666667,Success,27.8962,0.7166666666666667
G2 is shuffled subgraph of G1,70,35,0.5,21,1,0.047619047619047616,Timeout,30000,-1,Success,0.1217,0.7142857142857143,Success,0.7291,0.7,Success,6.6097,0.7,Success,34.9115,0.7
G2 is shuffled subgraph of G1,80,40,0.5,24,1,0.041666666666666664,Timeout,30000,-1,Success,0.2919,0.7125,Success,1.0698,0.7,Success,8.9278,0.7,Success,44.4958,0.7
G2 is shuffled subgraph of G1,90,45,0.5,27,5,0.18518518518518517,Timeout,30000,-1,Success,0.1448,0.7222222222222222,Success,1.1955,0.7222222222222222,Success,12.0205,0.7,Success,60.2093,0.7
G2 is shuffled subgraph of G1,100,50,0.5,30,5,0.16666666666666666,Timeout,30000,-1,Success,0.2495,0.74,Success,1.7267,0.72,Success,16.2791,0.71,Success,80.3097,0.71
